True,Noisy
0,0.003973068735368713
0.010000000000000002,0.21630055800106454
0.039601000000000004,0.052746248365034304
0.08762290630954245,0.15148405244090196
0.15215953804470486,0.03321080074137821
0.2306720075842942,0.569961072132407
0.3201132688408318,0.5572901854548779
0.4170737601512573,0.36024922082056443
0.5179369536929731,0.41360556284633077
0.619033975353246,0.6975755536622207
0.7167880461187051,0.9203091643723704
0.8078418948550574,0.9831525148014495
0.8891640093731754,1.1657000937453146
0.9581321784985388,0.8648393579561955
1.0125949038826507,0.9522436376247114
1.0509127480621083,0.9881958387387397
1.071982495115349,1.0292257380804113
1.0752471955869092,0.9503193642794873
1.060694871832632,0.821939171241909
1.028848020501065,1.1571486911214013
0.9807452106432202,0.7574490557951661
0.9179151701310486,1.1408983664835957
0.8423428948255306,0.6388914469038602
0.7564266070087431,0.4830072439820211
0.6629239270309015,0.3328979659422147
0.5648854940480058,0.7461499399011509
0.465574557000449,0.10055025459328987
0.368371812021037,0.5110052268467146
0.2766660015008202,0.12062059684014259
0.19373246105425446,-0.024110881790714522
0.12260376345386487,0.3168135986127881
0.06593862496656365,0.11615585561694311
0.025896985505942993,-0.005282893915012261
0.004030282688480541,-0.23373341358887004
0.0011960735897299628,0.06094073868356482
0.017505097763100594,0.19654464399588278
0.05230660254442122,-0.063563554845599
0.1042144931678485,0.6678233704773388
0.1711730787863258,-0.007726272683850982
0.25055745505011,0.37325368615446486
0.3393004954478421,0.648113685664484
0.4340364835537104,0.6724089322197118
0.5312508343241368,0.07138249903534633
0.6274260786856615,1.0605988049236221
0.7191760419293844,0.41965240745195576
0.8033625123239216,1.0401745153930204
0.877191221975279,0.5510262539640096
0.9382862627106223,0.9219693715254216
0.9847438731542776,1.1568638804094804
1.0151677336001224,0.6925713874525516
1.0286884861848522,1.0506579247199053
1.0249702365117448,0.8823562888843808
1.004206412547732,0.8566916602014119
0.9671066958663016,1.0229172112684985
0.9148759334980109,0.7918158084750384
0.8491851074354622,0.9716886030749109
0.7721336915195696,0.8266053000806622
0.6862021600332313,0.974206710770132
0.5941931192746573,0.8157622875047422
0.4991595942775745,0.611345071013976
0.4043194829183634,0.28656693964160795
0.31295612310295456,0.3926702706855021
0.2283062884889412,0.2735459989689747
0.15343864454722628,-0.010426792461142809
0.0911275822982969,-0.1820372121405839
0.043729137451223976,0.28324408061400497
0.013067071886423325,0.011663658781710507
0.0003378079460951688,-0.25134285669535483
0.006042496498022707,-0.3540728927432127
0.029952948103939864,0.10746403282330569
0.07111555276570089,0.2839117384724609
0.12789397120558293,0.09881642876113338
0.19804779027392203,-0.011807900685772227
0.27884106309868917,0.3543709471736741
0.3671722127883066,0.16802983655416626
0.45971550650129056,0.45053357591388005
0.5530643033068974,0.7078683784881288
0.643867401406346,0.2732120156305334
0.7289517333551728,1.0445875165297163
0.8054269714537935,0.5989605785942069
0.8707699110106922,0.7949946721119022
0.9228884835765314,0.9302383701220918
0.960166723587877,0.7266741958446828
0.9814928999423224,1.1117558686747446
0.9862733565943358,0.4790985144501736
0.9744344750604264,0.9696008349633506
0.9464147000227146,0.7622715165599071
0.9031478876095369,1.07654822467576
0.8460384684111552,0.6687076316956989
0.7769281762128356,0.5997596383048878
0.6980534799770124,0.4934565032337157
0.6119924629038247,0.2753312949740736
0.5215998016596367,0.7116122061545637
0.42992878078779806,0.16888053606688164
0.340139977267532,0.29353832015022857
0.25539737257931344,0.5827943436153398
0.17875413848599503,-0.10459782395303124
0.11303206514332659,0.19428660363522068
0.06070034071390874,0.16699866058469437
0.02376086629829414,0.2984529478928074
0.0036481846499031847,0.2234827404937727
0.0011521338855264073,-0.21691793315730937
0.016370332812921672,0.1606781112799995
0.04869555970317273,-0.29006790441223984
0.09684020445451891,0.2559611055363099
0.15889664624015354,0.31618426218268214
0.232429141161469,0.5510945953247082
0.31459010739915866,-0.1756445562859083
0.40225196625657944,0.553822340930443
0.4921451346044488,0.5733980715498357
0.580993336605195,0.5810875839419355
0.6656388807420293,0.7634606886488234
0.7431525795172793,0.40489804219506664
0.8109251898090944,0.609593441774228
0.8667392866350302,0.9000393887698703
0.9088221158842565,1.210439886411005
0.9358810814593514,0.9035445089506284
0.9471240916088773,0.712751207957153
0.9422670763865276,0.5679108436367297
0.9215306962874473,1.0105036927307776
0.8856277127024832,0.9114303008377251
0.8357418060694204,0.6198512484953702
0.7734979214531174,0.951810361286505
0.7009235971832719,0.660449085915125
0.620400283802017,0.7297456756578835
0.5346034722550734,0.6231233236602088
0.44643059402937846,0.493761542717893
0.35891618335769243,0.3837191012958102
0.27513472012725604,0.3374706473395422
0.1980928678822529,0.5612728330787723
0.13061438281372997,0.046132746738258304
0.07522261913358602,0.29161640137678574
0.03402704649353148,0.005756975114984898
0.008621237750233827,0.19906284030694796
0.00000010173795397956787,-0.00788742716927086
0.00850352303635443,-0.17168812575900652
0.033791967491694434,-0.12168293058496932
0.07485714100883277,0.07897588781615585
0.13006775716873725,0.1017222116097633
0.19724731850276062,0.15569924164860277
0.2737780312779231,0.13832277708512722
0.3567229725324214,0.42750237970304616
0.44295766994644836,0.5317622796485204
0.5293023916791466,0.3100107876394462
0.6126475266455688,0.6839112144009218
0.690066174106873,0.5690953248312453
0.7589101006426456,0.7004640243823128
0.8168872259369613,0.8176039771596226
0.8621205056951013,0.5452760895044216
0.8931893332685388,0.7185611735555659
0.9091553265104849,1.0469787105765946
0.9095746305951902,0.7938952482239628
0.8944987328466062,0.5842165623786263
0.864465361487841,0.5801461099611867
0.8204804437907547,1.0300567133280016
0.7639914434995414,0.7348780422656087
0.6968517868863745,0.6809620728933066
0.6212756159888907,0.8290352057314723
0.5397818614446744,0.4658708943326341
0.4551266790034411,0.45536095014978994
0.3702236980977165,0.2611713165720164
0.2880523129231578,0.36450086861147474
0.2115553866149772,0.2382882175106351
0.14352915739964706,0.17908376088474381
0.0865096821001888,0.12159378548457939
0.04266160976510754,-0.08481137365737557
0.013676183146436267,-0.10534859410778513
0.0006858511798328597,-0.43623605704610247
0.004202529166339219,0.2579692484769566
0.024085269336155655,0.3609461881505894
0.05954097033317484,-0.04144231561744106
0.10915900240869718,-0.27783801010957704
0.17097763965590437,0.49137929557083637
0.24257742092786633,0.6812329352791738
0.32119442355736016,0.4310133207772493
0.4038452196066886,0.1708555259360632
0.48745510050201274,0.2163842609809637
0.568981918013185,0.5904909565419167
0.6455293606297464,0.7756670655535148
0.7144453449607591,0.7442963586631959
0.7734031262224398,0.9566281967704513
0.8204644499739853,0.46718854372734825
0.8541253991945158,0.842339321394458
0.8733464544092192,1.037969988798616
0.877568681900116,0.6649687835464886
0.8667179581378808,1.1748005243885202
0.8411988240008399,0.3915157819375934
0.8018790503511323,0.6288793802368644
0.7500653974708059,0.9032709620943328
0.6874704683780704,0.7429259711955611
0.6161700848270529,0.7189223926377015
0.5385503398461556,0.4662308522869899
0.457243475323403,0.28931035477513944
0.3750520536276462,-0.17947995208884943
0.29486156786013995,0.6867405013519782
0.21954265500083026,0.15142609663666848
0.15184537434420012,0.13708929326687655
0.09428946007759675,0.12820381993047011
0.04905585747847984,-0.2657582740779125
0.017885965664121904,0.27331585271656883
